NMDS1,NMDS2,NMDS3,Treatment,Timepoint,trt_tp
-0.29702997409005344,-0.11533730176384842,0.2054769015533415,F+W,t4,F+W_t4
-0.33630524797821704,0.163057195563087,0.033531347836009744,Tr,t4,Tr_t4
-0.43249080239705023,-0.5272448084583025,0.015890665443868798,2spp,t4,2spp_t4
-0.2893943705042573,-0.6118402242166934,0.23498825160069842,CC+WM,t4,CC+WM_t4
-0.19712331566832772,0.06564832742988884,-0.2509202370902401,F+WM,t4,F+WM_t4
-0.4469845822691174,-0.12647054733181065,0.0712807342075819,F+W,t5,F+W_t5
-0.39354496444141723,-0.32825710732750735,-0.15031101522000584,Tr+WM,t5,Tr+WM_t5
-0.30572260708796317,0.35495968480652557,0.6349050342375449,CC+WM,t5,CC+WM_t5
-0.5817533364587937,-0.027164167575388885,0.019696308775004286,2spp,t5,2spp_t5
-0.6222187026657758,0.19920608083774138,0.12860759154047693,F+WM,t5,F+WM_t5
-0.11037991019875003,-0.2405842779307594,-0.0957509606657169,Tr,t5,Tr_t5
0.6926112308058303,0.16056633109290439,-0.1196953433255627,CC,t5,CC_t5
0.10320199632856054,-0.3682984987464386,-0.3523882282716242,2spp+WM,t5,2spp+WM_t5
-0.46659360086173163,-0.00950766976610414,0.38932546925559003,2spp+WM,t5,2spp+WM_t5
-0.4713672518808644,0.29158091617318727,0.4521735683444881,F+WM,t5,F+WM_t5
0.7819880171990969,0.028950039679852064,-0.09638155765634732,Tr,t5,Tr_t5
0.6877438671817176,-0.06615281288129497,-0.037001467008233674,CC,t5,CC_t5
0.35904057940502093,-0.18656590426424804,0.425757261614369,2spp,t5,2spp_t5
0.21032130629422344,-0.08135796997684526,-0.20251997150876727,F+W,t5,F+W_t5
0.9689895656213493,0.10581418407485624,0.28847221772205195,Tr+WM,t5,Tr+WM_t5
0.9197010873133873,-0.3273648357887751,0.04130564807239502,CC+WM,t5,CC+WM_t5
-0.07189148229672263,0.06584380721737759,0.48371702486598567,F+WM,t5,F+WM_t5
-0.0050513486206685745,-0.3375381742165852,-0.0051323166712056315,Tr,t5,Tr_t5
0.7882066086843951,0.05846174651831818,0.2793631984602556,CC+WM,t5,CC+WM_t5
0.12938555077800734,-0.1777507245933226,-0.056780218316147504,2spp,t5,2spp_t5
-0.25447996219763797,-0.20970390111590959,0.35207327385732295,F+W,t5,F+W_t5
-0.12341887519464684,0.05421770197640612,0.43373332353878447,Tr+WM,t5,Tr+WM_t5
0.003351080826753841,0.029366092134596046,0.20534956873947682,CC,t5,CC_t5
-0.08855733640513982,-0.1379682677865455,0.31418922614653694,2spp+WM,t5,2spp+WM_t5
-0.40344659891568124,-0.3831253140890841,0.06966160702928477,Tr+WM,t5,Tr+WM_t5
-0.17530309168067917,-0.05782086819133237,-0.039690954234409936,2spp+WM,t5,2spp+WM_t5
-0.20347912986242384,-0.33273097858730544,0.17882550822948745,CC,t5,CC_t5
-0.40059683149486425,-0.05094197812603704,0.051586488981544096,F+W,t5,F+W_t5
-0.3611337894375626,-0.030255300496172147,0.01731766417741044,Tr,t5,Tr_t5
-0.10700782718969268,-0.353407811947189,0.1729382836971588,2spp,t5,2spp_t5
-0.2482657561181157,0.23136234513031878,0.2716619734053966,CC+WM,t5,CC+WM_t5
-0.20292347280023154,-0.23925642009098547,0.20471185799364314,F+WM,t5,F+WM_t5
-0.40484800580584707,0.24639195056006594,-0.3998779854349713,F+W,t6,F+W_t6
-0.7695339937072058,0.16333629497350752,0.0574808977536263,Tr+WM,t6,Tr+WM_t6
